Script started on 2024-05-10 17:03:49+08:00 [TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="94" LINES="17"]
App start.
Connected to MQTT broker.
Disconnected from MQTT broker, return code 0
Config updated: {'brokeraddr': '10.42.0.1', 'brokerport': '1883', 'plot_xlims': '(-3500,3500)', 'plot_ylims': '(-3500,3500)', 'clusterrad': '500.0', 'clustersz': '2', 'radar1_en': 'False', 'radar2_en': 'True', 'radar3_en': 'True', 'radar4_en': 'False', 'radar1_x': '0.0', 'radar1_y': '-3000.0', 'radar1_a': '0.0', 'radar2_x': '-3000.0', 'radar2_y': '-3000.0', 'radar2_a': '-45.0', 'radar3_x': '-3000.0', 'radar3_y': '3000.0', 'radar3_a': '-135.0', 'radar4_x': '3000.0', 'radar4_y': '0.0', 'radar4_a': '90.0', 'default': '<Section: DEFAULT>'}
Connected to MQTT broker.
Disconnected from MQTT broker, return code 0
Connected to MQTT broker.
17:04:39 []
17:04:39 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:40 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:41 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:42 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:43 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:44 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:45 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:46 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:47 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:48 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:49 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:50 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:51 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:52 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:53 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:54 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:55 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:56 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:57 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:58 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:04:59 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:00 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:01 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:02 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:03 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:04 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:05 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:06 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:07 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:08 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:09 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:10 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:11 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:12 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:13 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:14 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:15 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:16 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:17 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:18 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:19 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:20 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:21 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:22 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:23 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:24 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:25 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:26 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:27 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:28 []
17:05:29 []
17:05:29 []
17:05:29 []
17:05:29 []
17:05:29 []
17:05:29 [(-3302.64, -695.79)]
17:05:29 [(-3310.07, -654.43)]
17:05:29 [(-3305.82, -619.78)]
17:05:29 []
